id,section_name,deficiency_category,inspected_item_name,risk_percentage,cost_in_usd,is_delete,created_at,updated_at
595,I. Structural Systems,High Cost/Hidden Defects,Missing Wire Protection Plates,0.24,216.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
596,IV. Plumbing Systems,High Cost/Hidden Defects,No Access Panel for Jacuzzi,0.24,186.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
597,VI. Optional Systems,Maintenance,Pooling Sprinkler Water,0.24,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
598,VI. Optional Systems,Maintenance,Damaged Sprinkler PVC,0.24,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
599,IV. Plumbing Systems,Maintenance,Missing Gas Meter,0.24,650.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
600,I. Structural Systems,Maintenance,Inoperable Electric Fireplace,0.24,869.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
601,I. Structural Systems,Maintenance,Cracked/Damaged Sink,0.24,758.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
602,I. Structural Systems,Maintenance,Out of Square Exterior Walls,0.24,752.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
603,I. Structural Systems,Maintenance,Caulked Skylights,0.24,462.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
604,V. Appliances,Maintenance,Improper Dryer Vent Clearance,0.24,446.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
605,I. Structural Systems,Maintenance,Missing Fireplace Key,0.24,387.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
606,II. Electrical Systems,Maintenance,Missing AFCI Breakers,0.24,381.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
607,I. Structural Systems,Maintenance,Missing Fireplace Doors,0.24,343.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
608,I. Structural Systems,Maintenance,Fireplace Pilot Not Lighting,0.24,291.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
609,I. Structural Systems,Maintenance,No Attic Ladder Installed,0.24,270.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
610,V. Appliances,Maintenance,Sticking Garage Door,0.24,159.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
611,I. Structural Systems,High Cost/Hidden Defects,Missing/Damaged Wall Bracing,0.19,2224.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
612,IV. Plumbing Systems,High Cost/Hidden Defects,Narrowing Drain Pipe,0.19,2203.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
613,I. Structural Systems,High Cost/Hidden Defects,Damaged/Broken Skylight,0.19,1334.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
614,VI. Optional Systems,High Cost/Hidden Defects,Booster Pump Suggested,0.19,1218.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
615,V. Appliances,High Cost/Hidden Defects,Exhaust Duct Terminates into Attic,0.19,1083.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
616,IV. Plumbing Systems,High Cost/Hidden Defects,Insufficient Hot Water Supply,0.19,962.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
617,I. Structural Systems,High Cost/Hidden Defects,Missing Patio Flashing,0.19,661.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
618,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Consider Electronic Diverter System,0.19,640.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
619,I. Structural Systems,High Cost/Hidden Defects,Seal Moisture Barrier,0.19,618.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
620,I. Structural Systems,High Cost/Hidden Defects,Bowed/Warped Truss,0.19,510.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
621,VI. Optional Systems,High Cost/Hidden Defects,Damaged Drinker Line,0.19,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
622,I. Structural Systems,High Cost/Hidden Defects,Improper Flashing Nailing,0.19,444.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
623,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Inoperable Mini Split HVAC,0.19,350.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
624,VI. Optional Systems,High Cost/Hidden Defects,Exposed Irrigation Control Wires,0.19,262.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
625,I. Structural Systems,High Cost/Hidden Defects,Grout Pitting in Flooring,0.19,227.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
626,VI. Optional Systems,High Cost/Hidden Defects,Water Hammer Arrester Needed,0.19,209.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
627,IV. Plumbing Systems,High Cost/Hidden Defects,Damaged Jacuzzi Jet,0.19,180.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
628,IV. Plumbing Systems,High Cost/Hidden Defects,Damaged Relief Valve,0.19,142.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
629,IV. Plumbing Systems,High Cost/Hidden Defects,Improper On Demand Heater Installation,0.19,140.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
630,V. Appliances,Maintenance,Damaged Range Drawer,0.19,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
631,V. Appliances,Maintenance,Damaged Range Handle,0.19,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
632,II. Electrical Systems,Maintenance,Exposed Ground Rod,0.19,597.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
633,VI. Optional Systems,Maintenance,Pool Component Issues,0.19,911.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
634,VI. Optional Systems,Maintenance,Missing Sprinkler Insulation/Cover,0.19,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
635,VI. Optional Systems,Maintenance,Out of Square Outbuilding Door,0.19,504.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
636,I. Structural Systems,Maintenance,Insulation Retainer/Barrier,0.19,1658.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
637,I. Structural Systems,Maintenance,Missing/Damaged Kick-Out Flashing,0.19,329.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
638,V. Appliances,Maintenance,Inoperable Attic Fan,0.19,282.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
639,V. Appliances,Maintenance,Corrugated Dryer Vent,0.19,280.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
640,IV. Plumbing Systems,Maintenance,Missing Dielectric Union,0.19,252.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
641,VI. Optional Systems,Maintenance,Missing/Damaged Septic Baffles,0.19,251.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
642,V. Appliances,Maintenance,Missing/Damaged Disposal Component,0.19,248.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
643,I. Structural Systems,Maintenance,Damaged Drain Tiles,0.19,246.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
644,I. Structural Systems,Maintenance,Damaged Mailbox,0.19,210.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
645,"III. Heating, Ventilation and Air Conditioning Systems",Maintenance,Condensate Line Moisture/Sweating,0.19,207.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
646,VI. Optional Systems,High Cost/Hidden Defects,Damaged Pool Drain Tiles,0.15,4454.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
647,I. Structural Systems,High Cost/Hidden Defects,Friable Flooring Grout,0.15,1453.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
648,IV. Plumbing Systems,High Cost/Hidden Defects,Improper Drain,0.15,1423.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
649,I. Structural Systems,High Cost/Hidden Defects,Missing Firewall,0.15,1137.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
650,VI. Optional Systems,High Cost/Hidden Defects,Install Entrapment Proof Drain Cover,0.15,802.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
651,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Pool Timer,0.15,718.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
652,I. Structural Systems,High Cost/Hidden Defects,Failed Seal on Sliding Glass Door,0.15,539.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
653,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Rain Sensor,0.15,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
654,VI. Optional Systems,High Cost/Hidden Defects,Low Water Pressure from Well,0.15,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
655,VI. Optional Systems,High Cost/Hidden Defects,Damaged Concrete Reservoir,0.15,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
656,I. Structural Systems,High Cost/Hidden Defects,Install Joist Hangers on Truss,0.15,426.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
657,I. Structural Systems,High Cost/Hidden Defects,Improve Pocket Former Connection,0.15,418.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
658,I. Structural Systems,High Cost/Hidden Defects,Repair Foundation Forms,0.15,418.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
659,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Unusual Vibration in Air Handler,0.15,326.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
660,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Damaged Exhaust Ventilation,0.15,325.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
661,II. Electrical Systems,High Cost/Hidden Defects,Loose/Disconnected Breaker,0.15,321.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
662,I. Structural Systems,High Cost/Hidden Defects,Missing Separation Wall at Garage/House,0.15,245.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
663,V. Appliances,High Cost/Hidden Defects,Missing Garbage Disposal Switch,0.15,242.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
664,V. Appliances,High Cost/Hidden Defects,No Gas Shut-off Valve,0.15,237.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
665,VI. Optional Systems,High Cost/Hidden Defects,Improper Wire Splicing in Well System,0.15,213.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
666,II. Electrical Systems,High Cost/Hidden Defects,Insufficient Wiring Clearance,0.15,193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
667,II. Electrical Systems,High Cost/Hidden Defects,Unmarked Electrical Conductors,0.15,177.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
668,V. Appliances,Maintenance,Dirty Exhaust System,0.15,1115.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
669,II. Electrical Systems,Maintenance,Damaged Wiring,0.15,597.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
670,VI. Optional Systems,Maintenance,Damaged Pool Pump Housings,0.15,4447.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
671,IV. Plumbing Systems,Maintenance,Missing/Lloose Drain Straps,0.15,1975.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
672,I. Structural Systems,Maintenance,Parking Lot/Flatwork Condition,0.15,1001.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
673,I. Structural Systems,Maintenance,Unlevel Lintel,0.15,849.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
674,I. Structural Systems,Maintenance,Missing/Damaged Garage Ventilation,0.15,821.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
675,I. Structural Systems,Maintenance,Clear Slab Construction Materials,0.15,821.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
676,I. Structural Systems,Maintenance,Clearance Wallboard/Shingles,0.15,496.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
677,IV. Plumbing Systems,Maintenance,Unbonded Gas Line at Meter,0.15,455.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
678,VI. Optional Systems,Maintenance,Missing Septic Dosing Bleach,0.15,251.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
679,VI. Optional Systems,Maintenance,Rusted/Damaged Outbuilding Components,0.15,213.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
680,VI. Optional Systems,Maintenance,Out of Square Outbuilding Door,0.15,187.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
681,"III. Heating, Ventilation and Air Conditioning Systems",Maintenance,Improper Flame Retardant Cladding,0.15,155.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
682,I. Structural Systems,High Cost/Hidden Defects,Wood Flooring - Improper Finishing,0.1,4525.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
683,VI. Optional Systems,High Cost/Hidden Defects,Remove Foliage/Tree Limbs,0.1,2593.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
684,I. Structural Systems,High Cost/Hidden Defects,Brick Separation from Wall,0.1,2213.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
685,IV. Plumbing Systems,High Cost/Hidden Defects,Improper Drain Cleanout Configuration,0.1,1989.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
686,IV. Plumbing Systems,High Cost/Hidden Defects,Unburied Drain Lines,0.1,1965.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
687,V. Appliances,High Cost/Hidden Defects,Unpowered Vent Hood,0.1,1565.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
688,I. Structural Systems,High Cost/Hidden Defects,Dual Layer Insulation Issue,0.1,1129.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
689,I. Structural Systems,High Cost/Hidden Defects,Multi Lot Drainage Issue,0.1,1126.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
690,I. Structural Systems,High Cost/Hidden Defects,Missing Lintel,0.1,849.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
691,I. Structural Systems,High Cost/Hidden Defects,Missing Garage Wall Vents,0.1,821.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
692,I. Structural Systems,High Cost/Hidden Defects,Not Square Garage Entry,0.1,821.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
693,I. Structural Systems,High Cost/Hidden Defects,Improve Foundation Chairs,0.1,809.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
694,I. Structural Systems,High Cost/Hidden Defects,Structural Damage in Ceiling,0.1,806.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
695,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Septic Irrigation,0.1,736.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
696,I. Structural Systems,High Cost/Hidden Defects,Crooked Attic Stair Door,0.1,680.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
697,V. Appliances,High Cost/Hidden Defects,Missing Range Knobs,0.1,516.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
698,VI. Optional Systems,High Cost/Hidden Defects,Water Leak in Outbuilding,0.1,463.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
699,VI. Optional Systems,High Cost/Hidden Defects,Debris in Well Reservoir,0.1,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
700,VI. Optional Systems,High Cost/Hidden Defects,Missing GFCI for Well System,0.1,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
701,I. Structural Systems,High Cost/Hidden Defects,Unsecured Sill Plate Anchors,0.1,418.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
702,I. Structural Systems,High Cost/Hidden Defects,Break Wood/Ground Contact,0.1,381.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
703,I. Structural Systems,High Cost/Hidden Defects,Improper Fireplace Installation,0.1,355.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
704,II. Electrical Systems,High Cost/Hidden Defects,GFCI Breaker Not Operational,0.1,347.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
705,V. Appliances,High Cost/Hidden Defects,Damaged Garage Door Springs,0.1,297.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
706,IV. Plumbing Systems,High Cost/Hidden Defects,Improper Gas Line Extension Length,0.1,268.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
707,VI. Optional Systems,High Cost/Hidden Defects,Improper Septic Irrigation Installation,0.1,262.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
708,I. Structural Systems,High Cost/Hidden Defects,Missing Rebar End Caps,0.1,218.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
709,VI. Optional Systems,High Cost/Hidden Defects,High Pressure Pool Filter,0.1,211.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
710,VI. Optional Systems,High Cost/Hidden Defects,Improperly Installed Outbuilding Toilet,0.1,194.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
711,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Missing Secondary Pan,0.1,184.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
712,I. Structural Systems,High Cost/Hidden Defects,Missing Chimney Flue,0.1,177.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
713,I. Structural Systems,High Cost/Hidden Defects,Plumbing Too Close to Forms,0.1,166.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
714,V. Appliances,High Cost/Hidden Defects,Missing Microwave Plate,0.1,151.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
715,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,HVAC Needs Servicing/Cleaning,0.1,144.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
716,IV. Plumbing Systems,High Cost/Hidden Defects,Undersized On Demand Heater,0.1,140.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
717,V. Appliances,Maintenance,Overlong Dryer Vent,0.1,656.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
718,VI. Optional Systems,Maintenance,Add Backflow Device Support,0.1,506.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
719,I. Structural Systems,Maintenance,Damaged Patio Screen,0.1,1740.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
720,I. Structural Systems,Maintenance,Sagging Chimney,0.1,1510.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
721,I. Structural Systems,Maintenance,Missing Garage/House Firewall,0.1,821.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
722,I. Structural Systems,Maintenance,Missing Stairs,0.1,780.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
723,I. Structural Systems,Maintenance,Rusted Metal Bars/Fencing,0.1,620.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
724,I. Structural Systems,Maintenance,Obstructed Attic Ladder,0.1,517.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
725,VI. Optional Systems,Maintenance,Improper Outbuilding Clearance,0.1,498.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
726,VI. Optional Systems,Maintenance,Damaged Outbuilding Window Spring,0.1,481.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
727,VI. Optional Systems,Maintenance,Damaged Well Wiring Connections,0.1,450.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
728,I. Structural Systems,Maintenance,Damaged/Stained Countertop,0.1,449.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
729,VI. Optional Systems,Maintenance,Outbuilding Soil Erosion,0.1,395.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
730,VI. Optional Systems,Maintenance,Relocate Septic Sprayers,0.1,350.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
731,I. Structural Systems,Maintenance,Dual Insulation Layers,0.1,296.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
732,VI. Optional Systems,Maintenance,Exposed Outbuilding Rebar,0.1,286.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
733,"III. Heating, Ventilation and Air Conditioning Systems",Maintenance,Improper Gas Line Installation,0.1,247.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
734,VI. Optional Systems,Maintenance,Rusted Outbuilding Door,0.1,213.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
735,IV. Plumbing Systems,Maintenance,Water Taking Too Long to Fixtures,0.1,197.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
736,VI. Optional Systems,Maintenance,Damaged Outbuilding Door Trim,0.1,146.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
737,V. Appliances,Maintenance,Damaged Refrigerator Installation,0.1,110.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
738,IV. Plumbing Systems,Maintenance,Loose Jacuzzi Panel,0.1,109.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
739,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,HVAC Short Cycling,0.05,7223.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
740,VI. Optional Systems,High Cost/Hidden Defects,Deficient Secondary Well Pump,0.05,3394.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
741,VI. Optional Systems,High Cost/Hidden Defects,Damaged Pool Controller,0.05,3193.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
742,I. Structural Systems,High Cost/Hidden Defects,Wall Stud Bulge,0.05,2897.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
743,VI. Optional Systems,High Cost/Hidden Defects,Well System Leak Detected,0.05,1804.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
744,V. Appliances,High Cost/Hidden Defects,Missing Range Exhaust System,0.05,1588.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
745,I. Structural Systems,High Cost/Hidden Defects,Damaged Deck Joists,0.05,988.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
746,I. Structural Systems,High Cost/Hidden Defects,Damaged Fireplace Gas Line,0.05,946.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
747,VI. Optional Systems,High Cost/Hidden Defects,Unsecured Pool Pump,0.05,911.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
748,I. Structural Systems,High Cost/Hidden Defects,Improper Foam Insulation Ventilation,0.05,866.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
749,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Unusually High Humidity,0.05,773.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
750,I. Structural Systems,High Cost/Hidden Defects,Thin/Soft Roof Decking,0.05,694.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
751,I. Structural Systems,High Cost/Hidden Defects,Safety Glass Required,0.05,603.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
752,I. Structural Systems,High Cost/Hidden Defects,Stair Platform Required,0.05,578.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
753,VI. Optional Systems,High Cost/Hidden Defects,Insufficient Power Line Clearance,0.05,567.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
754,V. Appliances,High Cost/Hidden Defects,Connect Washer Pan to Drain,0.05,553.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
755,VI. Optional Systems,High Cost/Hidden Defects,Closed/Seized Back Flow Valve,0.05,551.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
756,V. Appliances,High Cost/Hidden Defects,Cracked Glasstop Range,0.05,521.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
757,V. Appliances,High Cost/Hidden Defects,Inoperable Range Exhaust Fan,0.05,521.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
758,I. Structural Systems,High Cost/Hidden Defects,Pest Infestation in Crawlspace,0.05,496.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
759,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Temperature Not Changing with HVAC,0.05,457.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
760,VI. Optional Systems,High Cost/Hidden Defects,Inoperable Well Valve,0.05,443.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
761,I. Structural Systems,High Cost/Hidden Defects,Clear Beam of Soil/Debris,0.05,418.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
762,I. Structural Systems,High Cost/Hidden Defects,Secure Wall Stud to Floor,0.05,412.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
763,II. Electrical Systems,High Cost/Hidden Defects,Excessive Heat in Wiring,0.05,356.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
764,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Closed Duct Baffle,0.05,323.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
765,IV. Plumbing Systems,High Cost/Hidden Defects,Insufficient Water Heater Bracing,0.05,317.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
766,VI. Optional Systems,High Cost/Hidden Defects,Open Junction Box at Septic Tank,0.05,245.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
767,"III. Heating, Ventilation and Air Conditioning Systems",High Cost/Hidden Defects,Reduce Make-Up Air Ventilation,0.05,244.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
768,VI. Optional Systems,High Cost/Hidden Defects,Install Conduit for Well Wiring,0.05,213.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
769,I. Structural Systems,High Cost/Hidden Defects,Grout Efflorescence on Flooring,0.05,186.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
770,VI. Optional Systems,High Cost/Hidden Defects,Aerator Air Leak,0.05,172.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
771,I. Structural Systems,High Cost/Hidden Defects,Wall Stud Needs Repair,0.05,160.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
772,V. Appliances,High Cost/Hidden Defects,Non-Dedicated Oven Circuit,0.05,152.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
773,VI. Optional Systems,High Cost/Hidden Defects,Water Heater Not Operational,0.05,140.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
774,V. Appliances,High Cost/Hidden Defects,Inoperable Trash Compactor,0.05,122.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
775,I. Structural Systems,High Cost/Hidden Defects,Improve Taping at Anchor Sleeves,0.05,112.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
776,I. Structural Systems,High Cost/Hidden Defects,Additional Blocking Needed for Studs,0.05,76.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
777,II. Electrical Systems,Maintenance,Unconnected Bonding,0.05,597.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
778,VI. Optional Systems,Maintenance,Overfilled Pool,0.05,4447.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
779,VI. Optional Systems,Maintenance,Uninsulated Pool Plumbing,0.05,3133.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
780,VI. Optional Systems,Maintenance,Uninsulated Backflow,0.05,839.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
781,VI. Optional Systems,Maintenance,Pool Electrical Issues,0.05,721.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
782,VI. Optional Systems,Maintenance,Undetermined Pool Switch Purpose,0.05,658.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
783,VI. Optional Systems,Maintenance,Damaged Outbuilding Insulation,0.05,593.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
784,VI. Optional Systems,Maintenance,Missing Outbuilding Hanger Nails,0.05,536.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
785,I. Structural Systems,Maintenance,Parking Lot Paint,0.05,1001.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
786,I. Structural Systems,Maintenance,Unsquare Chimney,0.05,949.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
787,I. Structural Systems,Maintenance,Undersized Garage Header,0.05,821.0,0,2026-02-20 14:44:42,2026-02-20 14:44:42
